fkUnidade;fkCargo;fkTipo;fkTempo_Inicio;fkTempo_Termino;fkLocal_Origem;fkLocal_Destino;ValorPassagem
4;1;1;;;273;273;
5;2;1;;;290;225;12.974,06
6;3;1;;;289;173;1.130,98
6;3;1;;;173;289;1.127,74
7;4;1;;;319;289;573,48
7;4;1;;;289;319;515,50
7;4;1;;;273;273;
8;2;1;;;289;173;1.130,98
8;2;1;;;173;289;1.127,74
8;2;1;;;173;289;1.322,94
8;2;1;;;289;173;1.374,30
8;2;1;;;273;273;
8;2;1;;;173;289;1.300,87
8;2;1;;;289;173;1.225,71
8;2;1;;;273;273;
10;4;1;;;172;290;688,81
10;4;1;;;290;172;997,69
10;4;1;;;273;273;
10;4;1;;;289;306;330,09
10;4;1;;;306;289;2,41
10;4;1;;;273;273;
13;2;1;;;164;290;2.306,09
13;2;1;;;290;164;2.626,68
13;2;1;;;273;273;
14;4;1;;;181;289;1,09
14;4;1;;;289;181;1.291,64
14;4;1;;;273;273;
14;5;1;;;289;198;617,27
14;5;1;;;198;289;158,68
15;5;1;;;165;289;2,41
15;5;1;;;289;165;1.883,03
15;5;1;;;273;273;
16;4;1;;;290;292;802,58
16;6;1;;;289;306;475,03
16;6;1;;;273;273;
16;5;1;;;290;292;866,28
16;5;1;;;273;273;
16;5;1;;;292;290;378,62
16;5;1;;;290;292;1.314,33
19;7;1;;;319;289;224,36
19;7;1;;;289;319;378,79
19;7;1;;;273;273;
19;3;1;;;290;292;268,40
19;3;1;;;273;273;
19;3;1;;;289;319;268,19
19;3;1;;;290;292;356,80
19;3;1;;;319;290;697,90
19;8;1;;;319;290;316,80
19;8;1;;;290;319;389,33
19;8;1;;;273;273;
20;8;1;;;290;292;377,16
20;8;1;;;292;290;588,50
20;8;1;;;273;273;
20;9;1;;;290;292;378,25
20;9;1;;;292;290;588,50
20;9;1;;;273;273;
20;9;1;;;307;292;281,13
20;9;1;;;292;307;301,05
20;9;1;;;273;273;
21;10;1;;;289;306;146,30
21;10;1;;;258;307;411,09
21;10;1;;;258;307;377,42
21;10;1;;;306;258;556,60
21;10;1;;;306;289;359,21
21;10;1;;;289;306;253,20
21;10;1;;;306;289;172,41
21;10;1;;;289;306;212,51
21;10;1;;;306;289;422,61
21;11;1;;;258;307;411,09
21;11;1;;;306;258;556,60
22;12;1;;;173;289;726,83
22;12;1;;;273;273;
22;12;1;;;173;289;963,25
22;12;1;;;273;273;
22;12;1;;;173;289;936,13
22;12;1;;;173;289;820,59
22;12;1;;;290;209;344,58
22;12;1;;;273;273;
22;12;1;;;173;289;1.298,46
22;12;1;;;290;209;778,29
22;12;1;;;289;306;2,41
22;12;1;;;306;289;420,20
22;12;1;;;273;273;
22;12;1;;;289;306;2,41
22;12;1;;;306;289;420,20
22;12;1;;;306;289;422,61
22;12;1;;;273;273;
24;13;1;;;163;290;18,08
24;13;1;;;225;163;11.562,23
24;13;1;;;290;163;11.902,86
24;13;1;;;263;290;0,01
24;13;1;;;290;225;1.051,20
24;13;1;;;225;263;10.837,43
24;13;1;;;263;225;10.738,50
24;13;1;;;225;263;5.810,27
25;14;1;;;290;284;874,45
25;14;1;;;273;273;
25;14;1;;;290;284;1.129,06
25;15;2;;;290;284;1.271,20
25;16;1;;;290;284;710,92
25;16;1;;;273;273;
25;15;2;;;290;181;741,61
25;15;2;;;290;211;1.852,07
25;15;2;;;290;209;499,03
25;15;2;;;290;306;425,12
27;3;1;;;306;289;211,19
27;3;1;;;289;306;210,10
27;3;1;;;273;273;
27;16;1;;;306;289;211,19
27;16;1;;;289;306;210,10
27;16;1;;;273;273;
28;17;1;;;289;319;472,67
28;17;1;;;273;273;
29;18;1;;;290;306;802,29
29;18;1;;;306;290;1,09
29;18;1;;;273;273;
29;18;1;;;289;181;834,13
29;18;1;;;273;273;
29;6;1;;;289;306;415,68
29;6;1;;;306;289;1,09
29;6;1;;;289;306;416,77
29;6;1;;;273;273;
29;19;1;;;289;181;834,13
29;19;1;;;273;273;
29;18;1;;;289;181;834,13
29;18;1;;;273;273;
30;17;1;;;289;319;472,67
30;20;1;;;273;273;
30;20;1;;;289;306;420,20
30;20;1;;;306;289;1,09
30;20;1;;;273;273;
30;16;1;;;289;319;472,67
30;21;1;;;289;319;472,67
30;3;1;;;289;306;421,29
30;3;1;;;273;273;
30;22;1;;;290;319;653,85
30;23;1;;;290;209;703,94
30;24;1;;;289;306;421,29
30;24;1;;;273;273;
30;24;1;;;279;289;1,09
30;24;1;;;289;279;600,87
30;25;1;;;289;319;472,67
30;17;1;;;289;306;379,83
30;17;1;;;289;306;421,29
31;3;1;;;162;290;1,09
31;3;1;;;290;162;540,76
32;16;1;;;307;289;327,53
32;16;1;;;273;273;
32;16;1;;;307;319;1.375,63
32;16;1;;;319;307;172,41
32;16;1;;;273;273;
32;22;1;;;289;198;299,65
32;22;1;;;198;289;245,58
32;22;1;;;273;273;
32;22;1;;;290;198;115,52
32;22;1;;;198;289;454,79
32;16;1;;;273;273;
32;16;1;;;289;319;419,31
32;16;1;;;273;273;
32;16;1;;;290;209;354,32
32;16;1;;;273;273;
32;16;1;;;229;306;595,66
32;16;1;;;306;289;1,09
32;16;1;;;273;273;
32;16;1;;;273;273;
32;26;1;;;284;307;299,57
32;26;1;;;307;284;264,39
33;27;1;;;307;284;762,59
33;27;1;;;273;273;
33;27;1;;;307;319;798,41
33;16;1;;;307;259;368,31
33;16;1;;;273;273;
33;14;1;;;198;307;448,97
33;14;1;;;307;198;251,81
33;14;1;;;273;273;
33;16;1;;;289;307;295,07
33;16;1;;;307;289;302,90
33;16;1;;;273;273;
33;14;1;;;307;292;768,90
33;14;1;;;273;273;
33;14;1;;;307;319;798,41
33;28;1;;;289;307;1,09
33;28;1;;;307;289;619,01
33;28;1;;;273;273;
33;16;1;;;279;289;550,40
33;16;1;;;273;273;
33;3;1;;;307;319;346,61
33;3;1;;;273;273;
33;3;1;;;307;319;464,27
33;3;1;;;273;273;
33;3;1;;;307;319;704,77
33;3;1;;;273;273;
33;16;1;;;273;273;
33;3;1;;;279;307;463,91
33;3;1;;;273;273;
33;3;1;;;279;306;695,58
33;16;1;;;307;289;399,45
33;16;1;;;273;273;
33;16;1;;;307;284;762,59
33;16;1;;;273;273;
33;16;1;;;307;284;261,35
33;16;1;;;284;307;305,96
33;16;1;;;279;301;12.388,95
33;16;1;;;301;279;10.395,40
33;16;1;;;301;325;1.154,08
33;16;1;;;325;301;923,70
33;16;1;;;307;290;410,64
33;16;1;;;273;273;
33;16;1;;;273;273;
33;16;1;;;273;273;
33;29;1;;;198;307;373,37
33;29;1;;;273;273;
33;29;1;;;198;307;392,27
34;16;1;;;290;307;1,09
34;16;1;;;307;290;590,79
34;16;1;;;273;273;
34;16;1;;;289;307;1,09
34;16;1;;;307;289;259,56
34;3;1;;;289;181;722,26
34;16;1;;;307;284;696,55
34;16;1;;;273;273;
34;14;1;;;181;289;1.349,04
34;14;1;;;289;181;1,09
34;27;1;;;307;319;513,85
34;27;1;;;273;273;
34;27;1;;;319;307;262,91
34;27;1;;;307;319;435,24
34;27;1;;;307;319;703,68
34;27;1;;;319;307;1,09
34;16;1;;;307;319;225,65
34;16;1;;;273;273;
34;24;1;;;181;289;1.139,04
34;24;1;;;289;181;1,09
34;24;1;;;273;273;
34;16;1;;;307;319;392,64
34;16;1;;;259;307;2,41
34;16;1;;;319;259;1.978,15
34;16;1;;;273;273;
34;16;1;;;307;319;704,77
34;16;1;;;307;290;297,35
34;16;1;;;273;273;
34;3;1;;;307;289;260,65
34;16;1;;;275;325;3.088,33
34;16;1;;;325;275;3.018,23
34;16;1;;;275;307;11.028,07
34;16;1;;;307;275;12.959,09
34;27;1;;;181;319;1.404,43
34;27;1;;;273;273;
34;27;1;;;181;319;1.409,43
34;27;1;;;273;273;
34;16;1;;;181;289;1.249,04
34;16;1;;;289;181;1,09
34;16;1;;;273;273;
35;4;1;;;289;319;375,38
35;4;1;;;319;289;1,09
35;30;1;;;170;290;6.251,41
35;30;1;;;290;170;6.587,12
35;16;1;;;290;162;541,85
35;31;1;;;289;306;421,29
35;31;1;;;273;273;
35;32;1;;;162;290;1,09
35;32;1;;;290;162;682,10
35;32;1;;;289;181;934,13
35;32;1;;;204;290;7.520,53
35;32;1;;;290;204;8.018,59
35;32;1;;;289;167;498,71
35;4;1;;;290;319;756,03
35;30;1;;;289;319;608,83
35;30;1;;;167;290;1,09
35;30;1;;;290;167;486,86
36;28;1;;;162;290;692,07
36;28;1;;;273;273;
36;33;1;;;162;290;798,63
36;1;1;;;162;290;710,57
36;1;1;;;273;273;
36;34;2;;;162;307;2,41
36;34;2;;;307;162;517,64
36;4;1;;;162;290;692,07
36;4;1;;;273;273;
37;35;1;;;289;306;421,29
37;35;1;;;273;273;
38;5;1;;;273;273;
39;32;1;;;273;273;
40;6;1;;;290;306;550,44
40;6;1;;;306;290;1,09
40;6;1;;;273;273;
40;13;1;;;290;306;550,44
40;13;1;;;306;290;1,09
40;13;1;;;273;273;
40;13;1;;;289;306;420,20
40;13;1;;;306;289;1,09
40;13;1;;;273;273;
41;35;1;;;290;258;882,78
41;5;1;;;290;181;280,09
41;5;1;;;273;273;
41;18;1;;;290;181;348,12
41;18;1;;;273;273;
42;5;1;;;279;289;1,09
42;5;1;;;289;279;510,87
42;5;1;;;273;273;
42;36;1;;;290;258;737,34
43;5;1;;;284;290;313,97
43;5;1;;;173;284;472,23
43;5;1;;;289;173;487,04
43;4;1;;;165;181;957,35
43;4;1;;;289;181;295,78
43;4;1;;;273;273;
43;13;1;;;165;181;1,09
43;13;1;;;289;181;1.201,64
43;13;1;;;273;273;
43;5;1;;;290;292;696,63
43;5;1;;;273;273;
43;4;1;;;165;181;1,09
43;4;1;;;289;181;1.201,64
43;4;1;;;273;273;
43;5;1;;;279;290;231,47
43;5;1;;;289;279;971,67
44;5;1;;;290;279;164,69
44;35;1;;;289;319;226,67
44;35;1;;;319;289;424,59
44;35;1;;;273;273;
44;5;1;;;289;279;252,39
44;5;1;;;279;289;204,59
44;35;1;;;290;292;479,09
44;35;1;;;292;290;1,09
44;35;1;;;273;273;
44;37;1;;;290;292;480,18
44;5;1;;;173;289;409,37
44;5;1;;;290;173;122,72
44;5;1;;;273;273;
45;19;1;;;289;173;336,95
45;19;1;;;173;289;1,09
45;19;1;;;308;173;388,68
45;5;1;;;289;173;336,95
45;5;1;;;173;289;1,09
45;5;1;;;308;173;388,68
45;36;1;;;290;279;343,34
45;36;1;;;279;289;969,09
45;18;1;;;290;284;770,27
45;18;1;;;273;273;
45;5;1;;;289;173;336,95
45;5;1;;;308;173;389,77
45;38;1;;;279;289;969,09
45;38;1;;;290;279;343,34
46;30;1;;;229;306;1,09
46;30;1;;;290;306;1.070,60
46;30;1;;;273;273;
46;6;1;;;289;306;421,29
46;34;3;;;292;229;415,59
46;34;3;;;229;292;395,83
46;3;1;;;290;181;493,21
46;3;1;;;290;313;9.249,64
46;3;1;;;313;290;8.890,92
47;30;1;;;273;273;
47;39;1;;;273;273;
47;39;1;;;273;273;
47;14;1;;;167;290;1,09
47;14;1;;;290;167;651,88
47;14;1;;;273;273;
47;14;1;;;290;181;579,31
47;14;1;;;167;289;514,33
47;14;1;;;181;167;653,87
47;18;1;;;289;306;420,20
47;18;1;;;306;289;1,09
47;18;1;;;273;273;
47;30;1;;;289;167;498,71
47;30;1;;;273;273;
47;30;1;;;289;306;420,20
47;30;1;;;306;289;1,09
47;30;1;;;273;273;
47;13;1;;;290;181;850,33
47;13;1;;;273;273;
47;1;1;;;211;290;1,09
47;1;1;;;290;211;793,90
47;40;1;;;211;290;1,09
47;40;1;;;290;211;978,58
47;40;1;;;273;273;
47;40;1;;;211;290;1,09
47;40;1;;;290;211;1.179,61
47;40;1;;;211;290;214,52
47;19;1;;;181;290;170,00
47;19;1;;;273;273;
47;30;1;;;181;289;489,87
47;30;1;;;290;181;580,40
47;30;1;;;273;273;
47;30;1;;;290;167;399,41
47;30;1;;;167;290;725,34
49;19;1;;;290;181;766,27
49;19;1;;;273;273;
49;39;1;;;209;290;1,09
49;39;1;;;290;209;645,13
49;41;1;;;290;292;582,37
49;41;1;;;292;290;1,09
49;38;1;;;181;289;1,09
49;38;1;;;289;181;783,04
49;38;1;;;273;273;
49;38;1;;;290;258;976,50
49;38;1;;;273;273;
49;42;1;;;290;292;657,56
49;43;1;;;290;211;872,20
50;4;1;;;289;306;379,83
50;44;1;;;290;306;404,85
50;44;1;;;306;290;1,09
51;18;1;;;181;289;1,09
51;18;1;;;289;181;933,04
51;18;1;;;273;273;
51;19;1;;;290;306;366,90
51;19;1;;;306;290;1,09
51;19;1;;;273;273;
51;43;1;;;292;290;378,62
51;43;1;;;290;292;268,40
51;43;1;;;273;273;
51;23;1;;;162;290;288,65
51;23;1;;;290;162;292,40
51;43;1;;;290;319;958,83
52;18;1;;;211;290;1,09
52;18;1;;;290;211;681,15
52;18;1;;;273;273;
52;18;1;;;289;181;508,13
52;18;1;;;273;273;
52;6;1;;;290;292;696,63
52;6;1;;;273;273;
52;6;1;;;289;181;647,13
52;6;1;;;273;273;
53;16;1;;;307;290;209,45
53;16;1;;;290;307;208,24
53;16;1;;;290;307;263,53
53;16;1;;;290;307;247,89
53;16;1;;;290;307;328,49
53;16;1;;;163;290;18,08
53;16;1;;;277;163;2.596,11
53;16;1;;;290;163;2.929,54
53;16;1;;;273;273;
53;30;1;;;194;290;5.736,67
53;30;1;;;290;194;6.014,96
53;30;1;;;273;273;
53;16;1;;;290;181;992,27
53;16;1;;;273;273;
53;16;1;;;279;289;1.291,88
53;16;1;;;273;273;
53;16;1;;;279;290;591,99
53;16;1;;;290;279;1,09
53;16;1;;;273;273;
53;16;1;;;279;307;254,52
53;16;1;;;307;279;696,53
53;16;1;;;273;273;
53;16;1;;;307;289;260,65
53;16;1;;;273;273;
53;16;1;;;273;273;
53;13;1;;;289;306;420,20
53;13;1;;;306;289;1,09
53;13;1;;;273;273;
53;13;1;;;289;279;602,94
53;13;1;;;273;273;
54;16;1;;;290;181;536,40
54;16;1;;;181;290;301,56
54;16;1;;;163;225;18,08
54;16;1;;;225;163;2.787,54
54;16;1;;;290;163;3.129,05
54;16;1;;;163;290;18,08
54;16;1;;;225;163;8.513,22
54;45;1;;;198;289;395,68
54;45;1;;;289;198;241,15
54;46;1;;;290;306;240,62
54;46;1;;;306;290;305,35
54;46;1;;;273;273;
55;30;1;;;290;284;765,43
55;30;1;;;273;273;
56;16;1;;;289;306;421,29
56;16;1;;;273;273;
56;3;1;;;289;173;514,74
56;3;1;;;273;273;
56;2;1;;;289;173;514,74
56;2;1;;;273;273;
56;2;1;;;290;284;785,44
56;2;1;;;273;273;
56;2;1;;;289;167;425,81
56;2;1;;;273;273;
56;3;1;;;289;167;498,71
56;3;1;;;273;273;
56;16;1;;;289;306;379,83
56;3;1;;;289;306;421,29
56;3;1;;;273;273;
56;3;1;;;289;306;379,83
57;2;1;;;289;167;415,27
57;2;1;;;273;273;
57;2;1;;;289;306;421,29
57;2;1;;;273;273;
57;30;1;;;289;173;514,74
57;30;1;;;273;273;
57;1;1;;;289;307;557,91
57;1;1;;;307;289;1,09
57;1;1;;;273;273;
57;16;1;;;167;289;190,05
57;16;1;;;273;273;
57;16;1;;;290;167;259,52
57;16;1;;;273;273;
57;16;1;;;290;258;1.057,76
57;16;1;;;273;273;
57;16;1;;;279;290;1,09
57;16;1;;;290;279;569,79
57;16;1;;;273;273;
58;30;1;;;289;181;368,13
58;30;1;;;273;273;
58;6;1;;;290;291;5.654,24
58;6;1;;;291;290;5.390,87
58;6;1;;;273;273;
58;30;1;;;290;181;766,27
58;30;1;;;273;273;
59;2;1;;;289;198;282,47
59;2;1;;;198;289;212,99
59;2;1;;;11;290;8.559,58
59;2;1;;;290;219;9.204,82
59;16;1;;;167;290;1,09
59;16;1;;;290;167;879,80
61;3;1;;;161;269;6.419,67
61;3;1;;;290;269;7.075,83
61;3;1;;;204;240;288,66
61;3;1;;;240;204;551,85
61;3;1;;;240;256;1.318,99
61;3;1;;;256;215;799,54
61;42;1;;;161;269;6.419,67
61;42;1;;;290;269;7.075,83
61;42;1;;;204;240;288,66
61;42;1;;;240;204;551,85
61;42;1;;;240;256;1.318,98
61;42;1;;;256;215;799,55
61;30;1;;;289;306;421,29
61;30;1;;;273;273;
61;30;1;;;181;289;517,87
61;30;1;;;198;181;582,26
61;30;1;;;290;198;125,22
61;30;1;;;273;273;
61;20;1;;;211;290;1,09
61;20;1;;;290;211;1.850,98
61;20;1;;;273;273;
61;2;1;;;181;289;389,87
61;2;1;;;198;181;548,17
61;2;1;;;273;273;
62;2;1;;;289;167;213,41
62;2;1;;;167;289;321,73
62;2;1;;;273;273;
62;6;1;;;289;167;213,41
62;6;1;;;167;289;321,73
62;6;1;;;273;273;
62;30;1;;;181;289;361,87
62;30;1;;;290;181;458,40
62;30;1;;;273;273;
62;2;1;;;198;290;1,09
62;2;1;;;290;198;632,63
62;2;1;;;273;273;
62;2;1;;;306;198;467,74
62;2;1;;;273;273;
62;2;1;;;307;173;1.537,90
62;2;1;;;273;273;
62;2;1;;;306;198;1.032,00
64;47;1;;;240;290;11.037,67
64;47;1;;;290;240;12.113,67
64;47;1;;;273;273;
67;48;1;;;292;290;971,58
67;48;1;;;290;292;1,09
67;48;1;;;292;290;1.613,92
67;48;1;;;290;292;170,00
67;48;1;;;290;292;1,09
67;48;1;;;292;290;913,29
67;3;1;;;292;290;936,80
68;48;1;;;258;284;1.012,74
68;48;1;;;284;258;752,98
68;48;1;;;273;273;
69;48;1;;;289;173;514,74
69;48;1;;;273;273;
69;48;1;;;167;289;566,39
69;48;1;;;273;273;
69;48;1;;;289;167;423,59
69;48;1;;;273;273;
69;48;1;;;173;290;301,47
69;48;1;;;290;173;370,83
69;48;1;;;273;273;
69;48;1;;;289;167;423,59
69;48;1;;;273;273;
70;48;1;;;290;258;408,14
70;48;1;;;258;290;668,18
71;48;1;;;306;289;210,10
71;48;1;;;273;273;
71;49;1;;;198;306;446,73
71;49;1;;;306;198;1,09
71;49;1;;;273;273;
71;48;1;;;306;289;376,75
71;48;1;;;198;306;1,09
71;48;1;;;306;198;545,40
71;48;1;;;273;273;
71;50;1;;;306;289;284,29
73;51;1;;;290;292;755,78
73;51;1;;;273;273;
75;49;1;;;289;173;576,51
75;49;1;;;273;273;
75;49;1;;;289;306;379,83
75;49;1;;;306;289;88,40
76;8;1;;;289;306;420,20
76;8;1;;;306;289;1,09
76;48;1;;;289;306;420,20
76;48;1;;;306;289;1,09
77;48;1;;;289;306;379,83
78;48;1;;;289;306;379,83
78;48;1;;;289;306;411,79
78;48;1;;;289;306;255,70
78;48;1;;;289;306;379,83
79;48;1;;;289;306;379,83
80;48;1;;;289;306;420,20
80;48;1;;;306;289;1,09
80;48;1;;;273;273;
81;48;1;;;289;306;556,63
82;48;1;;;289;306;420,20
82;48;1;;;306;289;1,09
83;52;1;;;290;279;940,20
83;8;1;;;289;306;421,29
83;8;1;;;273;273;
83;8;1;;;289;306;379,83
83;48;1;;;289;306;421,29
83;48;1;;;273;273;
84;48;1;;;290;162;596,61
84;48;1;;;273;273;
84;48;1;;;289;306;388,96
84;48;1;;;306;289;1,09
84;48;1;;;289;306;331,69
84;48;1;;;306;289;1,09
84;48;1;;;273;273;
84;48;1;;;179;290;542,59
84;48;1;;;290;179;427,53
84;48;1;;;273;273;
84;48;1;;;289;306;331,69
84;48;1;;;306;289;1,09
84;48;1;;;273;273;
84;8;1;;;179;290;542,59
84;8;1;;;290;179;427,53
84;8;1;;;273;273;
84;9;1;;;289;306;408,97
84;9;1;;;306;289;1,09
84;9;1;;;273;273;
86;34;4;;;273;273;
88;45;1;;;306;289;421,29
88;45;1;;;273;273;
88;8;1;;;289;306;1,09
88;8;1;;;306;289;420,20
88;8;1;;;273;273;
92;53;1;;;319;289;474,79
92;53;1;;;289;319;423,33
92;53;1;;;273;273;
95;28;1;;;306;289;421,29
95;28;1;;;273;273;
95;27;1;;;306;319;1,09
95;27;1;;;319;306;671,30
95;27;1;;;273;273;
95;27;1;;;289;319;1,09
95;27;1;;;319;289;779,42
95;27;1;;;273;273;
95;27;1;;;319;306;610,47
95;27;1;;;273;273;
95;28;1;;;289;306;210,10
95;28;1;;;306;289;129,23
97;54;1;;;307;289;260,65
97;54;1;;;273;273;
97;55;1;;;306;289;421,29
97;55;1;;;273;273;
100;13;1;;;292;290;378,62
100;13;1;;;292;288;270,09
100;13;1;;;290;292;1.158,18
100;13;1;;;273;273;
100;13;1;;;292;173;1.390,44
100;13;1;;;168;167;581,98
100;13;1;;;247;168;714,28
101;53;1;;;292;173;530,63
101;53;1;;;247;168;734,27
101;53;1;;;168;173;957,37
101;53;1;;;273;273;
108;15;2;;;292;162;548,14
108;56;1;;;292;162;570,88
108;56;1;;;273;273;
109;57;1;;;284;258;1,09
109;57;1;;;292;284;1.240,19
109;57;1;;;258;292;218,75
109;57;1;;;273;273;
110;56;1;;;284;162;1.163,75
110;56;1;;;273;273;
110;56;1;;;162;284;1,09
110;56;1;;;284;162;1.396,66
110;56;1;;;273;273;
110;54;1;;;162;306;286,81
111;2;1;;;289;306;420,20
111;2;1;;;306;289;0,01
111;2;1;;;273;273;
113;57;1;;;198;289;483,39
113;57;1;;;273;273;
113;58;1;;;279;289;507,78
113;58;1;;;289;279;450,98
113;58;1;;;273;273;
113;22;1;;;279;289;550,40
113;22;1;;;273;273;
114;45;1;;;307;289;209,45
114;45;1;;;289;307;372,89
114;45;1;;;273;273;
114;22;1;;;306;289;285,48
114;22;1;;;273;273;
114;27;1;;;167;181;1,09
114;27;1;;;181;167;1.143,90
114;27;1;;;273;273;
114;59;1;;;181;289;287,87
114;59;1;;;289;181;186,26
114;59;1;;;273;273;
114;27;1;;;306;289;211,19
114;27;1;;;289;307;151,89
114;27;1;;;273;273;
117;60;1;;;173;289;675,73
117;60;1;;;273;273;
117;16;1;;;173;289;409,37
117;16;1;;;273;273;
117;8;1;;;173;289;536,35
117;8;1;;;273;273;
118;32;1;;;306;289;421,29
118;32;1;;;273;273;
119;16;1;;;289;173;1.281,55
120;57;1;;;306;289;421,29
120;57;1;;;273;273;
120;40;1;;;306;289;379,83
120;40;1;;;273;273;
120;32;1;;;306;289;400,98
120;32;1;;;273;273;
121;61;1;;;289;306;421,29
121;61;1;;;273;273;
122;28;1;;;290;212;453,56
122;28;1;;;212;290;359,28
122;28;1;;;273;273;
122;27;1;;;290;307;393,45
122;27;1;;;273;273;
123;27;1;;;290;292;696,63
123;28;1;;;273;273;
123;28;1;;;290;292;696,63
125;16;1;;;290;292;777,74
125;16;1;;;273;273;
125;62;1;;;242;289;2,41
125;62;1;;;289;242;922,24
125;62;1;;;273;273;
125;16;1;;;290;292;624,68
125;16;1;;;273;273;
125;63;1;;;290;307;417,69
125;63;1;;;242;289;2,41
125;63;1;;;289;242;922,24
125;41;1;;;198;289;486,71
125;41;1;;;290;198;458,30
125;14;1;;;290;307;417,69
125;14;1;;;273;273;
126;33;1;;;289;306;417,94
126;33;1;;;306;289;1,09
126;33;1;;;273;273;
126;33;1;;;273;273;
128;63;1;;;319;306;568,13
128;63;1;;;273;273;
129;28;1;;;306;290;242,48
129;28;1;;;292;284;687,78
129;28;1;;;284;306;618,02
129;28;1;;;290;292;291,73
129;8;1;;;273;273;
129;8;1;;;306;319;738,38
129;22;1;;;306;290;242,48
129;22;1;;;292;284;786,78
129;22;1;;;290;292;291,73
129;22;1;;;284;306;688,32
129;16;1;;;198;306;1,09
129;16;1;;;306;198;564,72
129;16;1;;;273;273;
129;16;1;;;290;306;306,10
129;16;1;;;306;289;211,19
129;16;1;;;273;273;
129;24;1;;;306;198;565,81
129;24;1;;;273;273;
129;24;1;;;306;289;594,34
129;24;1;;;290;306;307,19
129;24;1;;;273;273;
129;64;1;;;306;279;855,46
129;64;1;;;273;273;
130;65;1;;;306;289;211,19
130;65;1;;;289;306;211,19
130;65;1;;;273;273;
131;27;1;;;306;289;211,19
131;27;1;;;289;306;211,19
131;27;1;;;273;273;
132;14;1;;;290;319;1,09
132;14;1;;;319;290;367,10
132;14;1;;;290;319;1,09
132;14;1;;;319;290;393,32
132;14;1;;;319;290;224,30
132;14;1;;;289;319;206,08
132;14;1;;;273;273;
132;14;1;;;319;290;292,38
132;14;1;;;289;319;221,88
132;14;1;;;273;273;
132;14;1;;;319;290;1.229,31
132;14;1;;;273;273;
133;16;1;;;290;292;1,09
133;16;1;;;292;290;436,19
133;16;1;;;273;273;
134;66;1;;;306;289;211,19
134;66;1;;;290;306;398,95
135;3;1;;;290;258;1.057,76
135;3;1;;;273;273;
135;3;1;;;181;289;489,87
135;3;1;;;290;181;580,40
135;3;1;;;273;273;
135;16;1;;;290;181;579,31
135;16;1;;;167;289;682,63
135;16;1;;;181;167;653,87
135;22;1;;;273;273;
137;45;1;;;289;306;415,68
137;45;1;;;306;289;1,09
137;45;1;;;273;273;
139;67;1;;;289;198;363,47
139;67;1;;;198;289;271,49
139;67;1;;;273;273;
140;67;1;;;289;198;363,47
140;67;1;;;198;289;271,49
140;67;1;;;273;273;
143;59;1;;;290;292;268,40
143;59;1;;;292;290;267,68
143;59;1;;;273;273;
143;68;1;;;290;292;689,53
143;68;1;;;292;290;642,66
143;68;1;;;273;273;
145;16;1;;;284;258;1,09
145;16;1;;;292;284;716,39
145;16;1;;;258;292;244,03
145;59;1;;;284;292;570,44
145;59;1;;;273;273;
145;28;1;;;245;292;239,71
145;28;1;;;173;245;1,09
145;28;1;;;292;173;1.569,70
147;3;1;;;306;289;421,29
147;3;1;;;273;273;
148;59;1;;;306;289;353,38
148;59;1;;;273;273;
148;45;1;;;289;306;300,45
148;45;1;;;306;289;1,09
148;45;1;;;273;273;
149;57;1;;;289;306;415,68
149;57;1;;;306;289;1,09
149;57;1;;;273;273;
149;69;1;;;306;289;211,19
149;69;1;;;289;306;210,10
149;69;1;;;273;273;
150;57;1;;;198;181;742,26
150;57;1;;;289;198;271,49
150;57;1;;;273;273;
151;1;1;;;289;306;210,10
151;1;1;;;306;289;211,19
151;1;1;;;273;273;
152;70;1;;;198;289;1,09
152;70;1;;;289;198;562,76
152;70;1;;;273;273;
152;70;1;;;289;306;285,48
152;70;1;;;273;273;
152;71;1;;;292;284;396,89
152;71;1;;;273;273;
152;71;1;;;292;307;612,56
152;57;1;;;226;292;1,09
152;57;1;;;292;226;864,17
152;57;1;;;273;273;
152;57;1;;;289;306;379,83
152;57;1;;;273;273;
153;27;1;;;289;319;746,99
153;27;1;;;273;273;
154;28;1;;;290;173;312,70
154;28;1;;;173;290;631,83
155;59;1;;;289;306;1,09
155;59;1;;;306;289;420,20
155;59;1;;;273;273;
155;7;1;;;306;289;421,29
155;7;1;;;273;273;
155;7;1;;;306;289;419,03
155;7;1;;;273;273;
155;7;1;;;306;289;353,38
155;7;1;;;273;273;
159;47;1;;;250;290;9.155,37
159;47;1;;;307;250;9.492,30
159;47;1;;;273;273;
159;47;1;;;211;290;2,41
159;47;1;;;290;211;901,03
159;47;1;;;273;273;
160;72;1;;;289;306;421,29
160;72;1;;;273;273;
161;51;1;;;289;306;421,29
161;51;1;;;273;273;
162;69;1;;;290;173;1.199,19
162;69;1;;;273;273;
162;69;1;;;289;306;421,29
162;69;1;;;273;273;
162;69;1;;;306;292;303,64
162;69;1;;;289;306;211,19
162;69;1;;;292;289;662,41
163;16;1;;;290;284;770,27
163;16;1;;;273;273;
164;73;1;;;289;306;420,20
164;73;1;;;306;289;1,09
164;73;1;;;273;273;
167;9;1;;;306;289;211,21
167;9;1;;;289;306;211,19
167;9;1;;;273;273;
168;74;1;;;273;273;
169;8;1;;;240;307;21.779,82
169;8;1;;;290;307;10.449,10
169;8;1;;;307;240;18,08
